"tweet","sentiment"
": Well that is just completely lame. I`m sorry dude.",1
"Oh, I forgot. They weighed me at the Dr. I am at my highest weight ever.",1
"  and I luh you tooooo",3
"riding daddy`s bike (yes a man`s bike, very convenient! NOT) in the dark without glasses on. i was scared  but i survived HAHA",1
" thank you very much, I`m glad you like them!",3
"Really good concepts at #mozconcept. I *really* love to send something mine, but no time",3
" thanks so much for that!  i will most definitely pass that along to my amazing mother...",3
"Happy Mommy Day",3
" Morning",2
"This is great!  I just found out that it`s Star Wars Day.       'May the 4th' be with you!  Have you hugged your Ewok today?",3
" I took my ring out...",2
"I just got my leavers do dress!!!!",2
" I`ve been using the Sennheiser CX 300 earbuds for 8 months and I love them.  Don`t know if they`re available in MU though.",3
"Came out of my house this morning to the stink of cat poo. I have cats doing their business in my little bit of garden.",2
"Watching Ellen Love her!! then doing the dishes  and tanning ...it`s gorgeous out!",3
"hey Dasit thanks for the message",3
"about to run the hinckley half marathon!  Fingers crossed for a <1h30m time",2
"With Aubrey at pearl!!!",2
"en route 2 the airport!! la bound",2
", I`d love it if you haven`t had any takers yet",2
" girl a blunt is soooooooo in my thoughts right now. I had an absolutly GREAT day with a few stressors...come home",3
" awwwwww....I know that feeling!!",2
"is home",2
"listening to faith spirituality and the internet",2
" Moooorning! Fancy a coffee?",2
" _what_ did you do?  Let me guess... you skipped sports and bought a new pinkish outfit?",2
"I just told the people that matters the most to me to just leave me alone... I **** up again.",1
" Thanks, Kelly! You are too sweet!",3
" I didn`t see this until after",2
" well kris is making me a sick panda",1
"Watching Ripley`s Believe it or Not while eating=bad choice",1
" Sent u a few DM`s..Hollaback",2
" I know, but considering I`ve bought a lot of new yarn recently, I think it`s necessary this time.",2
"heading up to the farm   dont want to i wanna stay here and talk with my boyfriend... STUPID MOM FOR MAKING ME GO UP >.<",1
"getting bored of walking up and down the stairs",1
"Just made breakfast for her mom",2
"very malakas ang ulan. how will i go to fort",2
" yeah they r. im going to their concert at the end of the month",2
" My youth group was there! I would have liked 2 go, but I couldn`t afford it, & I had a drama performance/party...  Luv ya tho!",3
"Mom asking if I`m feeling better after dargah visit. Dad swears he sees +ve 'change'.  I am amused.   But yeah, still depressed",2
"Hmm..You can`t judge a book by looking at its cover",2
" Oh noes!! Melted ice cream = do not want.",1
"Paving your own road is intelligent only if nobody has gone exactly where you are going, come follow me",2
" The portuguese national library could use it also. Right now they seem to be in a ca. 1995 web. Example http://u.nu/7y68",2
" Thank you  ****",3
" and I have to wait till January. Life is not fair!",1
"It looks like it might rain",2
"shower time!!!!!",2
" rofl uh huh",3
"just got home.",2
"Had a great weekend with John-back to work for 3 days then going to Illinois on Thurs & Fri for more Gigs with John",3
"to spend the weekend...to not spend the weekend.....that is hte question that is on my mind...",1
"ms wee`s wedding!!!!",2
" apparently!  Haven`t tried the site tho. Maybe will get better results.",3
"on my way to work! working sucks big time",1
"where is everyoneeeeeeeeee ?",2
" well sadly I live in the most boring city in the USA, so there is nothing to do here.",1
"I feel really bad for female racoons with abusive racoon husbands... when you always have black eyes- no one can help",1
"Needs a new phone",2
"I want to see Drag Me to Hell. But I get the feeling none of my friends will go w/ me",1
"  I`ve had that before...sometimes, they turn into other things; felt is very forgiving. Remould? Cut up and re-form?",3
" thnx babe  just call me when u finish it....",3
"Yay, a live demo of Rhodes. Loving this more and more  #euruko",3
"twittering after 2 days!",2
"John at a college thing   staying home all weekend and hanging out with my momma. Sushi tonight <3",2
"Ug. Full of cold and in a dark pub. Want to go outside",2
"stoped broadcasting on blogtv coz they all left  and was on my own and one one came any way xD",1
"Too much sand in the SD 790 from pismo this weekend. ANOTHER canon powershot broken. 2nd one in a year  What to buy this time...",1
"urgh, over slept for work, still done no revision and im SO snappy today. having a total fat day too",1
"Rumbo a bachilleres",2
"Just a reminder to Hydra clients to check your email for important account updates!",2
" I thought it was a simple one  I found it hilarious.",3
"Forced myself out of bed this morning, but failed to cycle in. ****.",1
" Wow. That`s looks really good. I wish I had some. Was it good?",3
"what a fantastic saturday",3
"I hate being yelled and sworn at",1
"twice in a week Qantas club lounge computers broken  #flyertalk",2
"Loves Miley`s song The Climb and loves the video  ****",3
"Wow... my god the whole UI is sooo much snappier. It`s more responsive than TweetDeck now!  Tweets feel like IMs lol",2
" Awww I HATE that one!!",1
"13 hours til i`m on a plane. Ahhh yay",3
" sigh..... exams aint no wer neaaarr finished!! i have 3 next week...  bin stressd... and i aint guna b bak till end june!",1
"i DID argue with byron because he said im fat",1
"on the london eye. Awesome but feel a bit sick. Madame Tussaud`s next",2
"http://twitpic.com/67rcp - Another one...those were taken at 3 am MET! U see I have a real sleeping disorder",1
"I watched wayyyy too much Beverly Hills 90210 today and I am not proud of that fact.  TV FAIL",1
"Good stuff, Smiles back? Why won`t you go to his concert too? :o. Wish I could instead of working on my music which is failing  lol x",3
"BIG NEWS?! But I don`t know if I can share it.",2
" When you`re driven to be in the theatre you develop a thick skin.  12 yo`s been auditioning since she was 8, gotten 1 part.",2
"  dont make me sad... i do agree tho it does need some more of SA`s magical lyrics",1
"also finally home with no friends or anyone.. kinda nice to sit in a quiet room.. do wish the gf was here tho...",3
"wants to wish all the moms a Happy Mother`s Day.  Hope you`re all treated like Queens!",3
"Mount dishes have been conquered. Dish land is ours",3
"IDIOTat)tove_liden Th*nks for the follow Tove!  (ddoodm) #IDIOT",2
"I really want a milkshake. I have no money.",1
" Cover the tomm. event baby! Id like a live blogging on it",2
"Excited! Double Bio today.   I don`t have a straightener and my hair looks horrendous at the moment. Wtf am I supposed to do?",2
"3 live p2v migrates, 5 vmware vsp exams, and a magento config, a quiet weekend at party central",2
"Star trek was good times.",3
"@_elj OK nice one, cheers boss.  Am liking the lack of FCS today.",3
"_carter can`t see it it says 'This video is private.'",2
"  i love you mooorrreeee",3
"I want the rain to go away! There has been too much of it lately",1
"May the 4th be with you",2
"asda ready meal - i don`t think i`ll ever be the same again",1
" I know, twitter is depressing me tonight",1
"urgh, i really hate that medicine",1
" But can you breathe OK?",2
"Been sick all week and still not feeling so well, can`t go to Lena`s cook-out  Gunna spend some time with the fam!",1
"Another amazing day. Ever since I got a Twitter, I`ve been having great days",3
" Hmm. Did you mean to start 'following' me? Oh and g`morning by the way!",3
"  That was stone cold   Crazy....  ?",1
"Millenia mom.... I think I am in that category",2
"http://twitpic.com/4wqfv - dark berry mocha frapp.. heaven.. TRY IT EVERYONE!!  here.. let me pass it to you",3
" haha! nice! Have fun doll! Hopefully I`ll see ya soon! I miss ur face!",3
"I`m really excited that I`m a Queen Bee on the Power Mom 50 List  I feel really REALLY honored. #nielsenpowermoms",3
" Shame about your job  have you thought about working for yourself?  there`s big money to be paid http://bit.ly/1864ml",1
"Life Just Isn`t Fair > And I Feel",1
"WOOOOO!! Twitterberry is working again!! Good morning everyone",2
"_Jen LOL - I know... seems that the whole fabric of our earth will now unravel - lol - I guess people have never seen bambi",2
"whoohoo! just went to get movies and junk food  its a womens night mwahaha >",3
" That just doesn`t sound appetizing.",1
"watching keeping up with the kardashian on youtube",2
"Partied long and hard...goodnight Twitter see ya in the mornin",3
"Placed a $2 bet on a sure thing and lost.  no more betting for me!",1
" You`re in Miami right? I don`t see a hand delivery in your near future unfortunately",1
" congrats hey",3
"FCKeditor is giving me problems! Posts just fine, but only edits in plain text! Help!",1
" hï¿½rlich!",2
" Agree!",2
"!!! Tell us your experience! I Loveeeee Youu!",3
"_Blue - the chauffeur from 'Some Kind of Wonderful' was my idea of a perfect woman",3
"short stack need to add some more short stack tv",2
" Rest then. It`s your day off!",2
" http://www.thinkgeek.com/books/nonfiction/b322/ <-- Get me one of those and maybe next time",2
"Sitting in Gatwick- going home for a week! cant wait to see family",3
"_Honi Might be cute to do a little picture book called 'The little book of boring'",3
" supp?",2
"layenn down,uughh dunt feel well",1
"Swolen as shitt  boo hoo",1
"tomorrow He`ll gone to new home...I was Born single(our little puppy of basset hound)",2
" i am jealous of your mom talking to . i want to see you all our twittering is making me miss you",1
"is a sleepyhead. looking forward to tomorrow. i love his family.",3
"That **** money sign. Ugh.",2
"yoga for school, what could be better?",2
"I love crowded cars  and Ayanna!",3
"Another one popped up a human being. Congrats Nana and Wan.  Baby Iris is a cutie.",3
"Having dinner with my grandma since I couldn`t be with my mum.",2
" Consider yourself lucky.  It hasn`t rained here in ages.   It`s depressing.",1
" holllaaa.. i dont know what ur up doing but im trying to finish up some work for school... bout to go to bed though",2
"fun day with boo. short but fun",3
"i really should stop relying on my family when they say their going to get me lunch",1
" And so very you.  You know I say it w/ nothing but love, dude.",3
"just drove with my mom and brynn. my mom said im the worst driver EVER...really??",1
" bawkmarked",2
"1st day of master cleanse...wish me luck",2
"_Henrie you are amazingg. replyy! it`s a dream come true if you would reply to me",3
" wish i was but im in chicago",1
"Hey guys I`m going to create an iPhone app that`s a twitter client called Tweetilicious please  me your thoughts!",2
